唯一id,等级,职业id,attribute
520,20,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":300#"maximumHealth":2660#"shen":260#"xin":280#"li":700#"expPoint":1000}
521,21,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":310#"maximumHealth":2730#"shen":270#"xin":290#"li":730#"expPoint":1000}
522,22,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":320#"maximumHealth":2800#"shen":280#"xin":300#"li":760#"expPoint":1000}
523,23,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":330#"maximumHealth":2870#"shen":290#"xin":310#"li":790#"expPoint":1000}
524,24,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":340#"maximumHealth":2940#"shen":300#"xin":320#"li":820#"expPoint":1000}
525,25,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":350#"maximumHealth":3010#"shen":310#"xin":330#"li":850#"expPoint":1000}
526,26,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":360#"maximumHealth":3080#"shen":320#"xin":340#"li":880#"expPoint":1000}
527,27,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":370#"maximumHealth":3150#"shen":330#"xin":350#"li":910#"expPoint":1000}
528,28,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":380#"maximumHealth":3220#"shen":340#"xin":360#"li":940#"expPoint":1000}
529,29,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":390#"maximumHealth":3290#"shen":350#"xin":370#"li":970#"expPoint":1000}
530,30,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":400#"maximumHealth":3360#"shen":360#"xin":380#"li":1000#"expPoint":1000}
531,31,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":410#"maximumHealth":3430#"shen":370#"xin":390#"li":1030#"expPoint":1000}
532,32,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":420#"maximumHealth":3500#"shen":380#"xin":400#"li":1060#"expPoint":1000}
533,33,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":430#"maximumHealth":3570#"shen":390#"xin":410#"li":1090#"expPoint":1000}
534,34,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":440#"maximumHealth":3640#"shen":400#"xin":420#"li":1120#"expPoint":1000}
535,35,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":450#"maximumHealth":3710#"shen":410#"xin":430#"li":1150#"expPoint":1000}
536,36,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":460#"maximumHealth":3780#"shen":420#"xin":440#"li":1180#"expPoint":1000}
537,37,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":470#"maximumHealth":3850#"shen":430#"xin":450#"li":1210#"expPoint":1000}
538,38,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":480#"maximumHealth":3920#"shen":440#"xin":460#"li":1240#"expPoint":1000}
539,39,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":490#"maximumHealth":3990#"shen":450#"xin":470#"li":1270#"expPoint":1000}
540,40,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":500#"maximumHealth":4060#"shen":460#"xin":480#"li":1300#"expPoint":1000}
541,41,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":510#"maximumHealth":4130#"shen":470#"xin":490#"li":1330#"expPoint":1000}
542,42,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":520#"maximumHealth":4200#"shen":480#"xin":500#"li":1360#"expPoint":1000}
543,43,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":530#"maximumHealth":4270#"shen":490#"xin":510#"li":1390#"expPoint":1000}
544,44,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":540#"maximumHealth":4340#"shen":500#"xin":520#"li":1420#"expPoint":1000}
545,45,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":550#"maximumHealth":4410#"shen":510#"xin":530#"li":1450#"expPoint":1000}
546,46,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":560#"maximumHealth":4480#"shen":520#"xin":540#"li":1480#"expPoint":1000}
547,47,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":570#"maximumHealth":4550#"shen":530#"xin":550#"li":1510#"expPoint":1000}
548,48,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":580#"maximumHealth":4620#"shen":540#"xin":560#"li":1540#"expPoint":1000}
549,49,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":590#"maximumHealth":4690#"shen":550#"xin":570#"li":1570#"expPoint":1000}
550,50,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":600#"maximumHealth":4760#"shen":560#"xin":580#"li":1600#"expPoint":1000}
551,51,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":610#"maximumHealth":4830#"shen":570#"xin":590#"li":1630#"expPoint":1000}
552,52,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":620#"maximumHealth":4900#"shen":580#"xin":600#"li":1660#"expPoint":1000}
553,53,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":630#"maximumHealth":4970#"shen":590#"xin":610#"li":1690#"expPoint":1000}
554,54,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":640#"maximumHealth":5040#"shen":600#"xin":620#"li":1720#"expPoint":1000}
555,55,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":650#"maximumHealth":5110#"shen":610#"xin":630#"li":1750#"expPoint":1000}
556,56,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":660#"maximumHealth":5180#"shen":620#"xin":640#"li":1780#"expPoint":1000}
557,57,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":670#"maximumHealth":5250#"shen":630#"xin":650#"li":1810#"expPoint":1000}
558,58,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":680#"maximumHealth":5320#"shen":640#"xin":660#"li":1840#"expPoint":1000}
559,59,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":690#"maximumHealth":5390#"shen":650#"xin":670#"li":1870#"expPoint":1000}
560,60,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":700#"maximumHealth":5460#"shen":660#"xin":680#"li":1900#"expPoint":1000}
561,61,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":710#"maximumHealth":5530#"shen":670#"xin":690#"li":1930#"expPoint":1000}
562,62,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":720#"maximumHealth":5600#"shen":680#"xin":700#"li":1960#"expPoint":1000}
563,63,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":730#"maximumHealth":5670#"shen":690#"xin":710#"li":1990#"expPoint":1000}
564,64,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":740#"maximumHealth":5740#"shen":700#"xin":720#"li":2020#"expPoint":1000}
565,65,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":750#"maximumHealth":5810#"shen":710#"xin":730#"li":2050#"expPoint":1000}
566,66,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":760#"maximumHealth":5880#"shen":720#"xin":740#"li":2080#"expPoint":1000}
567,67,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":770#"maximumHealth":5950#"shen":730#"xin":750#"li":2110#"expPoint":1000}
568,68,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":780#"maximumHealth":6020#"shen":740#"xin":760#"li":2140#"expPoint":1000}
569,69,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":790#"maximumHealth":6090#"shen":750#"xin":770#"li":2170#"expPoint":1000}
570,70,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":800#"maximumHealth":6160#"shen":760#"xin":780#"li":2200#"expPoint":1000}
571,71,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":810#"maximumHealth":6230#"shen":770#"xin":790#"li":2230#"expPoint":1000}
572,72,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":820#"maximumHealth":6300#"shen":780#"xin":800#"li":2260#"expPoint":1000}
573,73,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":830#"maximumHealth":6370#"shen":790#"xin":810#"li":2290#"expPoint":1000}
574,74,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":840#"maximumHealth":6440#"shen":800#"xin":820#"li":2320#"expPoint":1000}
575,75,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":850#"maximumHealth":6510#"shen":810#"xin":830#"li":2350#"expPoint":1000}
576,76,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":860#"maximumHealth":6580#"shen":820#"xin":840#"li":2380#"expPoint":1000}
577,77,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":870#"maximumHealth":6650#"shen":830#"xin":850#"li":2410#"expPoint":1000}
578,78,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":880#"maximumHealth":6720#"shen":840#"xin":860#"li":2440#"expPoint":1000}
579,79,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":890#"maximumHealth":6790#"shen":850#"xin":870#"li":2470#"expPoint":1000}
580,80,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":900#"maximumHealth":6860#"shen":860#"xin":880#"li":2500#"expPoint":1000}
581,81,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":910#"maximumHealth":6930#"shen":870#"xin":890#"li":2530#"expPoint":1000}
582,82,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":920#"maximumHealth":7000#"shen":880#"xin":900#"li":2560#"expPoint":1000}
583,83,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":930#"maximumHealth":7070#"shen":890#"xin":910#"li":2590#"expPoint":1000}
584,84,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":940#"maximumHealth":7140#"shen":900#"xin":920#"li":2620#"expPoint":1000}
585,85,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":950#"maximumHealth":7210#"shen":910#"xin":930#"li":2650#"expPoint":1000}
586,86,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":960#"maximumHealth":7280#"shen":920#"xin":940#"li":2680#"expPoint":1000}
587,87,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":970#"maximumHealth":7350#"shen":930#"xin":950#"li":2710#"expPoint":1000}
588,88,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":980#"maximumHealth":7420#"shen":940#"xin":960#"li":2740#"expPoint":1000}
589,89,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":990#"maximumHealth":7490#"shen":950#"xin":970#"li":2770#"expPoint":1000}
590,90,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1000#"maximumHealth":7560#"shen":960#"xin":980#"li":2800#"expPoint":1000}
591,91,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1010#"maximumHealth":7630#"shen":970#"xin":990#"li":2830#"expPoint":1000}
592,92,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1020#"maximumHealth":7700#"shen":980#"xin":1000#"li":2860#"expPoint":1000}
593,93,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1030#"maximumHealth":7770#"shen":990#"xin":1010#"li":2890#"expPoint":1000}
594,94,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1040#"maximumHealth":7840#"shen":1000#"xin":1020#"li":2920#"expPoint":1000}
595,95,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1050#"maximumHealth":7910#"shen":1010#"xin":1030#"li":2950#"expPoint":1000}
596,96,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1060#"maximumHealth":7980#"shen":1020#"xin":1040#"li":2980#"expPoint":1000}
597,97,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1070#"maximumHealth":8050#"shen":1030#"xin":1050#"li":3010#"expPoint":1000}
598,98,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1080#"maximumHealth":8120#"shen":1040#"xin":1060#"li":3040#"expPoint":1000}
599,99,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1090#"maximumHealth":8190#"shen":1050#"xin":1070#"li":3070#"expPoint":1000}
600,100,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1100#"maximumHealth":8260#"shen":1060#"xin":1080#"li":3100#"expPoint":1000}
601,101,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1110#"maximumHealth":8330#"shen":1070#"xin":1090#"li":3130#"expPoint":1000}
602,102,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1120#"maximumHealth":8400#"shen":1080#"xin":1100#"li":3160#"expPoint":1000}
603,103,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1130#"maximumHealth":8470#"shen":1090#"xin":1110#"li":3190#"expPoint":1000}
604,104,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1140#"maximumHealth":8540#"shen":1100#"xin":1120#"li":3220#"expPoint":1000}
605,105,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1150#"maximumHealth":8610#"shen":1110#"xin":1130#"li":3250#"expPoint":1000}
606,106,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1160#"maximumHealth":8680#"shen":1120#"xin":1140#"li":3280#"expPoint":1000}
607,107,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1170#"maximumHealth":8750#"shen":1130#"xin":1150#"li":3310#"expPoint":1000}
608,108,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1180#"maximumHealth":8820#"shen":1140#"xin":1160#"li":3340#"expPoint":1000}
609,109,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1190#"maximumHealth":8890#"shen":1150#"xin":1170#"li":3370#"expPoint":1000}
610,110,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1200#"maximumHealth":8960#"shen":1160#"xin":1180#"li":3400#"expPoint":1000}
611,111,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1210#"maximumHealth":9030#"shen":1170#"xin":1190#"li":3430#"expPoint":1000}
612,112,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1220#"maximumHealth":9100#"shen":1180#"xin":1200#"li":3460#"expPoint":1000}
613,113,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1230#"maximumHealth":9170#"shen":1190#"xin":1210#"li":3490#"expPoint":1000}
614,114,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1240#"maximumHealth":9240#"shen":1200#"xin":1220#"li":3520#"expPoint":1000}
615,115,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1250#"maximumHealth":9310#"shen":1210#"xin":1230#"li":3550#"expPoint":1000}
616,116,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1260#"maximumHealth":9380#"shen":1220#"xin":1240#"li":3580#"expPoint":1000}
617,117,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1270#"maximumHealth":9450#"shen":1230#"xin":1250#"li":3610#"expPoint":1000}
618,118,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1280#"maximumHealth":9520#"shen":1240#"xin":1260#"li":3640#"expPoint":1000}
619,119,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1290#"maximumHealth":9590#"shen":1250#"xin":1270#"li":3670#"expPoint":1000}
620,120,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1300#"maximumHealth":9660#"shen":1260#"xin":1280#"li":3700#"expPoint":1000}
621,121,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1310#"maximumHealth":9730#"shen":1270#"xin":1290#"li":3730#"expPoint":1000}
622,122,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1320#"maximumHealth":9800#"shen":1280#"xin":1300#"li":3760#"expPoint":1000}
623,123,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1330#"maximumHealth":9870#"shen":1290#"xin":1310#"li":3790#"expPoint":1000}
624,124,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1340#"maximumHealth":9940#"shen":1300#"xin":1320#"li":3820#"expPoint":1000}
625,125,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1350#"maximumHealth":10010#"shen":1310#"xin":1330#"li":3850#"expPoint":1000}
626,126,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,{"maximumMana":1000#"moveSpeed":4000#"ti":1360#"maximumHealth":10080#"shen":1320#"xin":1340#"li":3880#"expPoint":1000}
