装备ID,可用职业,可装孔位,孔位类型,进化词条数量,进化词条库随机概率,随机基础属性,附加属性词条数量,附加属性词条库随机概率,隐藏属性词条数量,隐藏属性词条库随机概率,耐久度,装备后存在总时间,宠物受伤减免,致命加成,创建条数与权重,固定卓越词条,能否镶宝,强化特效,是否携带技能,是否携带buff,是否有变身效果,装备修理费,装备评分,套装编号,装备追加最高等级上限,成长所需材料,场景中是否显示模型,自动回收/分解,自动购买箭矢,原地复活,回收江湖币变成非绑定,每日无损复活次数,土灵符存储坐标数,宠物自动喂养,开启宝石仓库,增加经验试炼副本次数,开启装备更换方案,扩展背包格子数,扩展仓库格子数,几阶装备,装备是否可以叠加,装备叠加上限,是否掉落,价格,标记,称号档位,attribute,disableAttribute
2160613,61,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1100,,40,,1,,,,,,,,,,,,,22,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160603,62,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1100,,40,,1,,,,,,,,,,,,,22,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160593,63,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1100,,40,,1,,,,,,,,,,,,,22,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160284,61,8,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1150,,40,,1,,,,,,,,,,,,,23,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160264,62,8,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1150,,40,,1,,,,,,,,,,,,,23,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160254,63,8,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1150,,40,,1,,,,,,,,,,,,,23,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160404,61,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1200,,40,,1,,,,,,,,,,,,,24,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160474,62,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1200,,40,,1,,,,,,,,,,,,,24,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160444,63,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1200,,40,,1,,,,,,,,,,,,,24,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160304,61,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1250,,40,,1,,,,,,,,,,,,,25,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160314,62,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1250,,40,,1,,,,,,,,,,,,,25,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160324,63,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1250,,40,,1,,,,,,,,,,,,,25,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160484,71,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1300,,40,,1,,,,,,,,,,,,,26,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160464,72,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1300,,40,,1,,,,,,,,,,,,,26,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160504,73,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1300,,40,,1,,,,,,,,,,,,,26,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160534,71,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1350,,40,,1,,,,,,,,,,,,,27,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160494,72,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1350,,40,,1,,,,,,,,,,,,,27,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160544,73,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1350,,40,,1,,,,,,,,,,,,,27,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160584,71,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1400,,40,,1,,,,,,,,,,,,,28,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160574,72,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1400,,40,,1,,,,,,,,,,,,,28,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160564,73,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1400,,40,,1,,,,,,,,,,,,,28,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160614,71,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1450,,40,,1,,,,,,,,,,,,,29,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160604,72,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1450,,40,,1,,,,,,,,,,,,,29,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160594,73,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1450,,40,,1,,,,,,,,,,,,,29,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160165,71,8,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1500,,40,,1,,,,,,,,,,,,,30,,,1,1000,5,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160145,72,8,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1500,,40,,1,,,,,,,,,,,,,30,,,1,1000,5,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160155,73,8,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1500,,40,,1,,,,,,,,,,,,,30,,,1,1000,5,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160235,71,8,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1550,,40,,1,,,,,,,,,,,,,31,,,1,1000,5,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160205,72,8,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1550,,40,,1,,,,,,,,,,,,,31,,,1,1000,5,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160215,73,8,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1550,,40,,1,,,,,,,,,,,,,31,,,1,1000,5,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160305,71,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1600,,40,,1,,,,,,,,,,,,,32,,,1,1000,5,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160315,72,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1600,,40,,1,,,,,,,,,,,,,32,,,1,1000,5,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2160325,73,8,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1600,,40,,1,,,,,,,,,,,,,32,,,1,1000,5,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170011,11#14,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,50,,40,,1,,,,,,,,,,,,,1,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170021,12#14,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,50,,40,,1,,,,,,,,,,,,,1,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170031,13,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,50,,40,,1,,,,,,,,,,,,,1,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170041,11#14,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,100,,40,,1,,,,,,,,,,,,,2,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170061,12#14,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,150,,40,,1,,,,,,,,,,,,,3,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170051,13,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,100,,40,,1,,,,,,,,,,,,,2,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170101,11#14,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,150,,40,,1,,,,,,,,,,,,,3,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170081,13,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,150,,40,,1,,,,,,,,,,,,,3,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170121,11#14,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,200,,40,,1,,,,,,,,,,,,,4,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170091,12#14,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,200,,40,,1,,,,,,,,,,,,,4,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170111,13,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,200,,40,,1,,,,,,,,,,,,,4,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170161,11#14,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,250,,40,,1,,,,,,,,,,,,,5,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170141,12#14,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,250,,40,,1,,,,,,,,,,,,,5,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170151,13,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,250,,40,,1,,,,,,,,,,,,,5,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170191,11,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,300,,40,,1,,,,,,,,,,,,,6,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170361,12,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,300,,40,,1,,,,,,,,,,,,,6,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170371,13,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,300,,40,,1,,,,,,,,,,,,,6,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170231,11,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,350,,40,,1,,,,,,,,,,,,,7,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170201,12,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,350,,40,,1,,,,,,,,,,,,,7,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170211,13,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,350,,40,,1,,,,,,,,,,,,,7,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170281,11,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,400,,40,,1,,,,,,,,,,,,,8,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170261,12,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,400,,40,,1,,,,,,,,,,,,,8,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170251,13,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,400,,40,,1,,,,,,,,,,,,,8,,,1,1000,1,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170162,21,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,450,,40,,1,,,,,,,,,,,,,9,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170142,22,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,450,,40,,1,,,,,,,,,,,,,9,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170152,23,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,450,,40,,1,,,,,,,,,,,,,9,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170192,21,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,500,,40,,1,,,,,,,,,,,,,10,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170362,22,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,500,,40,,1,,,,,,,,,,,,,10,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170372,23,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,500,,40,,1,,,,,,,,,,,,,10,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170232,21,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,550,,40,,1,,,,,,,,,,,,,11,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170202,22,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,550,,40,,1,,,,,,,,,,,,,11,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170212,23,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,550,,40,,1,,,,,,,,,,,,,11,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170282,21,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,600,,40,,1,,,,,,,,,,,,,12,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170262,22,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,600,,40,,1,,,,,,,,,,,,,12,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170252,23,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,600,,40,,1,,,,,,,,,,,,,12,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170402,31,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,650,,40,,1,,,,,,,,,,,,,13,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170472,32,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,650,,40,,1,,,,,,,,,,,,,13,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170442,33,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,650,,40,,1,,,,,,,,,,,,,13,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170302,31,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,700,,40,,1,,,,,,,,,,,,,14,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170312,32,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,700,,40,,1,,,,,,,,,,,,,14,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170322,33,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,700,,40,,1,,,,,,,,,,,,,14,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170482,31,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,750,,40,,1,,,,,,,,,,,,,15,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170462,32,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,750,,40,,1,,,,,,,,,,,,,15,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170502,33,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,750,,40,,1,,,,,,,,,,,,,15,,,1,1000,2,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170283,41,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,800,,40,,1,,,,,,,,,,,,,16,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170263,42,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,800,,40,,1,,,,,,,,,,,,,16,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170253,43,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,800,,40,,1,,,,,,,,,,,,,16,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170403,41,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,850,,40,,1,,,,,,,,,,,,,17,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170473,42,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,850,,40,,1,,,,,,,,,,,,,17,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170443,43,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,850,,40,,1,,,,,,,,,,,,,17,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170303,41,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,900,,40,,1,,,,,,,,,,,,,18,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170313,42,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,900,,40,,1,,,,,,,,,,,,,18,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170323,43,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,900,,40,,1,,,,,,,,,,,,,18,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170483,51,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,950,,40,,1,,,,,,,,,,,,,19,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170463,52,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,950,,40,,1,,,,,,,,,,,,,19,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170503,53,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,950,,40,,1,,,,,,,,,,,,,19,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170533,51,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1000,,40,,1,,,,,,,,,,,,,20,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170493,52,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1000,,40,,1,,,,,,,,,,,,,20,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170543,53,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1000,,40,,1,,,,,,,,,,,,,20,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170583,51,10,1,,,,,,,,-9999,-9999,,,,,,,,,,,1050,,40,,1,,,,,,,,,,,,,21,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170573,52,10,1,,,,,,,,-9999,-9999,,,,,,,,,,,1050,,40,,1,,,,,,,,,,,,,21,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170563,53,10,1,,,,,,,,-9999,-9999,,,,,,,,,,,1050,,40,,1,,,,,,,,,,,,,21,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170613,61,10,1,,,,,,,,-9999,-9999,,,,,,,,,,,1100,,40,,1,,,,,,,,,,,,,22,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170603,62,10,1,,,,,,,,-9999,-9999,,,,,,,,,,,1100,,40,,1,,,,,,,,,,,,,22,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170593,63,10,1,,,,,,,,-9999,-9999,,,,,,,,,,,1100,,40,,1,,,,,,,,,,,,,22,,,1,1000,3,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170284,61,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1150,,40,,1,,,,,,,,,,,,,23,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170264,62,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1150,,40,,1,,,,,,,,,,,,,23,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170254,63,10,1,,,,,,,,-9999,-9999,,,,,4,,,,,2,1150,,40,,1,,,,,,,,,,,,,23,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170404,61,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1200,,40,,1,,,,,,,,,,,,,24,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170474,62,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1200,,40,,1,,,,,,,,,,,,,24,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170444,63,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1200,,40,,1,,,,,,,,,,,,,24,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170304,61,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1250,,40,,1,,,,,,,,,,,,,25,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170314,62,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1250,,40,,1,,,,,,,,,,,,,25,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170324,63,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1250,,40,,1,,,,,,,,,,,,,25,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170484,71,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1300,,40,,1,,,,,,,,,,,,,26,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170464,72,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1300,,40,,1,,,,,,,,,,,,,26,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170504,73,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1300,,40,,1,,,,,,,,,,,,,26,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170534,71,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1350,,40,,1,,,,,,,,,,,,,27,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170494,72,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1350,,40,,1,,,,,,,,,,,,,27,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170544,73,10,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,1350,,40,,1,,,,,,,,,,,,,27,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170584,71,10,1,,,,,,,,-9999,-9999,,,,,,,,,,,1400,,40,,1,,,,,,,,,,,,,28,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170574,72,10,1,,,,,,,,-9999,-9999,,,,,,,,,,,1400,,40,,1,,,,,,,,,,,,,28,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170564,73,10,1,,,,,,,,-9999,-9999,,,,,,,,,,,1400,,40,,1,,,,,,,,,,,,,28,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2170614,71,10,1,,,,,,,,-9999,-9999,,,,,,,,,,,1450,,40,,1,,,,,,,,,,,,,29,,,1,1000,4,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
