技能ID,技能名称,升级经验,技能类型,技能脚本,伤害类型,学习职业,学习等级,魔法消耗,作用目标类型,攻击范围类型,攻击范围,攻速类型,CD时间（重新检查）,僵直时间,技能仇恨值,最大攻击数量,BUFF,子技能,施放距离,显示组别,组别icon,伤害飘字段数,伤害延迟
290392,海虫咬人,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290401,泰坦攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290402,泰坦重击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290411,黄金斗士射击（子弹）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
290412,黄金斗士射击（子弹）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
290421,铁轮战士射击（子弹）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
290422,铁轮战士射击（子弹）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
290431,破坏骑士震地（特效）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
290432,破坏骑士震地（特效）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
290433,魔王扎坎震地,-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
290434,魔王扎坎飞剑,-1,1,hurt,1,91,,0,1,1,9104,7,3000,3000,0,99,,,5,,,100,
290441,巨齿兽攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290442,巨齿兽攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290451,黑炎魔转圈火焰黄色闪电链（位移）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,4,,,100,
290452,黑炎魔转圈火焰黄色闪电链（位移）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,4,,,100,
290453,炽炎魔转圈火焰,-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
290454,炽炎魔冰雹,-1,1,hurt,1,91,,0,1,1,9105,7,3000,3000,0,99,,,5,,,100,
290461,铁脊怪翻滚攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290462,铁脊怪翻滚攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290471,假面弓手射击（子弹）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
290472,假面弓手射击（子弹）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
290481,假面武士攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290482,假面武士攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290491,诅咒之王转圈火焰,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290492,诅咒之王红色闪电链,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,4,,,100,
290501,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290502,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290511,阿卡摩斯粒子射击（子弹旋转）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,8,,,100,
290512,阿卡摩斯粒子射击（子弹旋转）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,8,,,100,
290521,风后天降粒子,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,5,,,100,
290522,风后天降粒子,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,5,,,100,
290531,恶灵转圈火焰,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290532,恶灵转圈火焰,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290533,恶灵王转圈火焰,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290534,恶灵王转圈火焰,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290541,幻影骑士劈砍,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290542,幻影骑士8方向攻击,-1,1,hurt,1,91,,0,1,1,9102,7,3000,3000,0,99,,,5,,,100,
290551,蓝魔龙喷射,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290552,蓝魔龙转圈火焰天降火焰,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290553,蓝魔龙喷射,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290554,蓝魔龙转圈火焰天降火焰,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290561,凤凰攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290562,凤凰攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290571,天魔菲尼斯扇形火焰,-1,1,hurt,1,91,,0,1,1,9106,7,3000,3000,0,99,,,5,,,100,
290572,天魔菲尼斯闪电链,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,4,,,100,
290581,骷灵骑士攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290582,骷灵骑士攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290591,骷灵兽喷火,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290592,骷灵兽喷火,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290601,骷灵战士劈砍,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290602,骷灵战士劈砍,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290611,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290612,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290621,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290622,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290631,骷灵巫师转圈火焰陨石术,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290632,骷灵巫师红色闪电链（位移）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,4,,,100,
290641,死亡天使闪电球,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290642,死亡天使闪电球,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290651,昆顿直线攻击,-1,1,hurt,1,91,,0,1,1,9100,7,3000,3000,0,99,,,5,,,100,
290652,昆顿范围攻击,-1,1,hurt,1,91,,0,1,1,9104,7,3000,3000,0,99,,,5,,,100,
290653,魔王昆顿,-1,1,hurt,1,91,,0,1,1,9101,7,3000,3000,0,99,,,5,,,100,
290654,魔王昆顿,-1,1,hurt,1,91,,0,1,1,9104,7,3000,3000,0,99,,,5,,,100,
290661,龙虾攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290662,龙虾闪电球,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290671,阿卡斯挥手攻击（拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290672,阿卡斯双手凿击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290681,武士攻击（拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290682,武士攻击（拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290691,暗黑巫师攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,4,,,100,
290692,暗黑巫师毒攻击（中毒）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,4,,,100,
290701,暗黑傀儡劈砍,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290702,暗黑傀儡劈砍,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290711,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290712,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290721,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290722,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290731,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290732,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290741,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290742,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290751,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290752,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290761,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290762,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290771,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290772,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290781,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290782,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290791,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290792,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290801,神堡冲击炮,-1,1,hurt,2,91,,0,1,1,9107,7,3000,3000,0,99,900011,,5,,,100,
290802,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290811,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290812,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290821,冷血变异者攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290822,冷血变异者攻击,-1,1,hurt,1,91,,0,1,0,,7,10000,3000,0,1,,,2,,,100,
290831,熔岩巨魔捶地火柱,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290832,熔岩巨魔双手攻击,-1,1,hurt,1,91,,0,1,0,,7,10000,3000,0,1,,,2,,,100,
290841,嗜血蜂后普通攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290842,嗜血蜂后闪电链（位移）,-1,1,hurt,1,91,,0,1,0,,7,10000,3000,0,1,,,4,,,100,
290851,毒巨魔,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290852,毒巨魔,-1,1,hurt,1,91,,0,1,0,,7,10000,3000,0,1,,,2,,,100,
290861,巨斧战士攻击（拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290862,巨斧战士攻击（拖尾）,-1,1,hurt,1,91,,0,1,0,,7,10000,3000,0,1,,,2,,,100,
290871,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290872,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290881,炼狱魔王攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290882,炼狱魔王地爆天星,-1,1,hurt,1,91,,0,1,0,,7,10000,3000,0,1,,,2,,,100,
290891,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290892,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290901,巴卡斯司令攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290902,巴卡斯司令攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290903,巴卡斯司令攻击下盘,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290904,巴卡斯司令甩头,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290911,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290912,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
290921,暗黑防御者攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
290922,暗黑防御者攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
290931,暗黑指挥官攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
290932,暗黑指挥官攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
290933,暗黑指挥官攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
290934,暗黑指挥官攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
290941,暗黑咒术师,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
290942,暗黑咒术师,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
290951,暗黑扫荡者,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
290952,暗黑扫荡者,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
290961,暗黑血狼人攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
290962,暗黑血狼人攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
290971,魔弓侦察兵射击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
290972,魔弓侦察兵射击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
290981,长矛侦察兵攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
290982,长矛侦察兵攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
290991,刺锤侦察兵攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
290992,刺锤侦察兵攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
291001,巨弩发射器射击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
291002,巨弩发射器射击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,6,,,100,
291011,丛林女法师攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291012,丛林女巫师旋转流光(概率束缚）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291021,丛林生命体拳击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291022,丛林生命体对拳（特效）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291031,丛林暗杀者攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291032,丛林暗杀者攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291041,丛林残暴者攻击（拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291042,丛林残暴者攻击（拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291051,丛林树精灵攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291052,丛林树精灵攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291061,丛林召唤者火焰龙卷风,-1,1,hurt,1,91,,0,1,1,9102,7,3000,3000,0,99,,,5,,,100,
291062,丛林召唤者火焰炮（位移）,-1,1,hurt,1,91,,0,1,1,9100,7,3000,3000,0,99,,,5,,,100,
291071,疯魔跳劈,-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
291072,疯魔跳劈,-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
291081,裂角狼吼叫,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291082,裂角狼攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291091,金甲兽射击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
291092,金甲兽射击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
291101,半兽人攻击（拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291102,半兽人攻击（拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291111,刀刃猎手左勾拳（拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291112,刀刃猎手右勾拳（拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291121,寒冰刺客射击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
291122,寒冰刺客射击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
291131,狂巨人攻击(拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291132,狂巨人攻击(拖尾）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291141,屠杀者轮锤(拖尾),-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
291142,屠杀者轮锤(拖尾),-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
291151,假面巫龙卷风,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291152,假面巫黑龙波,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291161,毒步妖攻击(粒子聚合）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291162,毒步妖攻击(粒子聚合）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291171,恐惧天使攻击(残影),-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291172,恐惧天使攻击(残影),-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291181,咒怨魔王攻击,-1,1,hurt,1,91,,0,1,1,9101,7,3000,3000,0,99,,,5,,,100,
291182,咒怨魔王攻击,-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
291191,玛雅之左手攻击,-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
291192,玛雅之左手攻击,-1,1,hurt,1,91,,0,1,1,9105,7,3000,3000,0,99,,,5,,,100,
291201,玛雅之右手攻击,-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
291202,玛雅之右手攻击,-1,1,hurt,1,91,,0,1,1,9105,7,3000,3000,0,99,,,5,,,100,
291211,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291212,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291221,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291222,无,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291231,福袋攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291232,福袋攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291241,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291242,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291251,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291252,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291261,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291262,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291271,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291272,未知,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291281,月兔呼吸,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291282,月兔挠脸,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291291,怪异的兔子攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291292,怪异的兔子攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291301,疯狂的兔子攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291302,疯狂的兔子攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291311,狼人劈砍(拖尾),-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291312,狼人劈砍(拖尾),-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291321,污染之蝶攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291322,污染之蝶攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291331,诅咒巫师,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291332,诅咒巫师,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291341,图腾树人攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291342,图腾树人攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291351,灰熊攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291352,灰熊攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291361,残暴的灰熊攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291362,残暴的灰熊攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291371,树妖,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291372,树妖,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291381,毒树妖,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291382,毒树妖,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291391,残忍的树妖,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291392,残忍的树妖,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291401,暗影爪牙攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291402,暗影爪牙攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291411,暗影骑士攻击(冰冻),-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291412,暗影骑士攻击(冰冻),-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291421,暗影武士攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291422,暗影武士攻击,-1,1,hurt,1,91,,0,1,0,,7,10000,3000,0,1,,,2,,,100,
291431,闪电巨人攻击,-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
291432,闪电巨人拍地（电球）,-1,1,hurt,1,91,,0,1,1,9103,7,10000,3000,0,99,,,2,,,100,
291441,幽灵巨人攻击(中毒),-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
291442,幽灵巨人攻击(中毒),-1,1,hurt,1,91,,0,1,1,9103,7,10000,3000,0,99,,,2,,,100,
291451,火焰巨人攻击,-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
291452,火焰巨人攻击,-1,1,hurt,1,91,,0,1,1,9103,7,10000,3000,0,99,,,2,,,100,
291461,冰之魔犬爪子攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291462,冰之魔犬吐息(冰冻),-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291471,冰之魔象攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291472,冰之魔象攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291481,冰之巨魔攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291482,冰之巨魔攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291491,冰之魔蛛攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291492,冰之魔蛛攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291501,冰铁剑魂攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
291502,冰铁剑魂攻击,-1,1,hurt,1,91,,0,1,0,,7,10000,3000,0,1,,,2,,,100,
291511,冰霜巨蛛冰雹,-1,1,hurt,1,91,,0,1,1,9105,7,3000,3000,0,99,,,5,,,100,
291512,冰霜巨蛛躲地,-1,1,hurt,1,91,,0,1,1,9103,7,10000,3000,0,99,,,2,,,100,
291513,剧毒巨蛛攻击,-1,1,hurt,1,91,,0,1,1,9105,7,3000,3000,0,99,,,5,,,100,
291514,剧毒巨蛛攻击,-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
291551,伞,-1,1,hurt,1,91,,0,1,0,,7,1000,1000,0,1,,,2,,,100,
291552,伞,-1,1,hurt,1,91,,0,1,0,,7,1000,1000,0,1,,,2,,,100,
291601,未知,-1,1,hurt,1,91,,0,1,0,,7,1000,1000,0,1,,,2,,,100,
291602,未知,-1,1,hurt,1,91,,0,1,0,,7,1000,1000,0,1,,,2,,,100,
291611,骷髅兵,-1,1,hurt,1,91,,0,1,0,,7,1000,1000,0,1,,,2,,,100,
291612,骷髅兵,-1,1,hurt,1,91,,0,1,0,,7,1000,1000,0,1,,,2,,,100,
291621,骷髅弓箭手,-1,1,hurt,1,91,,0,1,0,,7,1000,1000,0,1,,,8,,,100,
291622,骷髅弓箭手,-1,1,hurt,1,91,,0,1,0,,7,1000,1000,0,1,,,8,,,100,
291631,骷髅战士,-1,1,hurt,1,91,,0,1,0,,7,1000,1000,0,1,,,2,,,100,
