地图编号,地图目录,地图名称,地图进入条件,地图类型,配置文件,地图宽度,地图高度,地图分组,后端分线,开放条件,对应假地图副本,该地图是否可作为返回地图，是否可使用传送符,所用服务器类型,复活坐标,复活cd,复活面板组成,是否可使用连击技,刷新key,角色是否可以重叠,是否安全区能回血回蓝,召唤生效规则,是否支持飞行卷轴使用,是否安全区能回泡点经验,是否接收血色恶魔匹配请求,是否接受被击杀邮件,地图产出绑定天数,客户端判断不过提示,地图是否废弃,是否安全地图,杀人是否增加PK值,地图经验加成,进入地图公告,小地图是否显示boss复活时间,是否支持传送卷轴使用,商业化活动开启时间,活动地图经验加成,地图是否允许组队,是否需要有时间才能进入,角色受击反击是否生效
20911,20911,摘星刀胡飞副本,101#1,2,20911,64,64,20911,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
20912,20912,魔灵鬼魔副本,101#1,2,20912,64,64,20912,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
115,115,江湖乱斗,101#1,1,115,230,230,115,0,,,1,3,115#0#0,0,10#14,1,,1,,,,,1,1,0,,,,,,,0,,,,,,1
20801,20801,江湖乱斗,101#1,2,20801,87,87,20801,0,,,1,1,20801#0#0,0,10#14,1,,1,,,,,1,1,0,,,,,,,0,,,,,,1
20802,20802,江湖乱斗(跨),101#1,2,20802,87,87,20802,0,,,1,2,20801#0#0,0,10#14,1,,1,,,,,1,1,0,,,,,,,0,,,,,,1
10101,10101,泫渤派(跨),101#1,1,10101,417,358,10101,1,,,,1,101#195#281,0,1#2#3#11,1,,1,,1#2,1,,,,0,,,1,,,,1,1,,,,,1
21301,21301,跨服门派战,821#1,2,21301,600,600,21301,1,,,1,2,101#195#281,0,15,1,,1,,1#2,1,,,1,0,,,0,,,,1,1,,,,,1
217001,217001,世外武林一层[危险],101#100,1,217001,230,230,217001,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,,1,,,,,,
20217001,217001,世外武林一层[危险],4111#7&101#100,1,217001,230,230,217001,2,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,侠客令7阶可进入,,0,1,3000,,1,,,,,,
217002,217002,世外武林二层[危险],101#105&6201#30,1,217002,240,230,217002,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,,1,,,,,,
20217002,217002,世外武林二层[危险],4111#17&101#105&6201#30,1,217002,240,230,217002,2,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,侠客令17阶可进入,,0,1,3000,,1,,,,,,
217003,217003,世外武林三层[危险],101#110&6201#60,1,217003,235,235,217003,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,,1,,,,,,
20217003,217003,世外武林三层[危险],4111#27&101#110&6201#60,1,217003,235,235,217003,2,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,侠客令27阶可进入,,0,1,3000,,1,,,,,,
217004,217004,世外武林四层[危险],101#115&6201#90,1,217004,230,230,217004,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,,1,,,,,,
20217004,217004,世外武林四层[危险],4111#37&101#110&6201#90,1,217004,230,230,217004,2,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,侠客令37阶可进入,,0,1,3000,,1,,,,,,
217005,217005,世外武林五层[危险],101#115&6201#90,1,217005,230,230,217005,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,,1,,,,,,
20217005,217005,世外武林五层[危险],4111#37&101#110&6201#90,1,217005,230,230,217005,2,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,侠客令47阶可进入,,0,1,3000,,1,,,,,,
20217006,217006,选角,101#1,1,CharacterSelect,24,36,217006,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,侠客令47阶可进入,,0,1,3000,,1,,,,,,
20217007,217007,地下城,101#1,1,Dungeon,26,26,217007,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,侠客令47阶可进入,,0,1,3000,,1,,,,,,
