BUFFid,BUFF名称,BUFF类型,BUFF子类型,BUFF参数,BUFF参数2,BUFF参数3,触发时机,首次执行延迟,执行间隔,消除类型,执行对象,是否可共存,优先级,持续时间参数,BUFF属性,buff群,该buff无法覆盖,BUFF属性组,buff描述,进试炼塔是否清除该buff,buff伤害是否独立飘数字,buff效果文字飘字,战力值
201260021,乘胜追击Lv.21,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,210#420,,0,0,0,13,5,201260001,21,,,,,{"moveSpeed_mul":0},,,,,
201260022,乘胜追击Lv.22,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,220#440,,0,0,0,13,5,201260001,22,,,,,{"moveSpeed_mul":0},,,,,
201260023,乘胜追击Lv.23,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,230#460,,0,0,0,13,5,201260001,23,,,,,{"moveSpeed_mul":0},,,,,
201260024,乘胜追击Lv.24,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,240#480,,0,0,0,13,5,201260001,24,,,,,{"moveSpeed_mul":0},,,,,
201260025,乘胜追击Lv.25,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,250#500,,0,0,0,13,5,201260001,25,,,,,{"moveSpeed_mul":0},,,,,
201260026,乘胜追击Lv.26,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,260#520,,0,0,0,13,5,201260001,26,,,,,{"moveSpeed_mul":0},,,,,
201260027,乘胜追击Lv.27,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,270#540,,0,0,0,13,5,201260001,27,,,,,{"moveSpeed_mul":0},,,,,
201260028,乘胜追击Lv.28,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,280#560,,0,0,0,13,5,201260001,28,,,,,{"moveSpeed_mul":0},,,,,
201260029,乘胜追击Lv.29,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,290#580,,0,0,0,13,5,201260001,29,,,,,{"moveSpeed_mul":0},,,,,
201260030,乘胜追击Lv.30,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,300#600,,0,0,0,13,5,201260001,30,,,,,{"moveSpeed_mul":0},,,,,
201260031,乘胜追击Lv.31,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,310#620,,0,0,0,13,5,201260001,31,,,,,{"moveSpeed_mul":0},,,,,
201260032,乘胜追击Lv.32,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,320#640,,0,0,0,13,5,201260001,32,,,,,{"moveSpeed_mul":0},,,,,
201260033,乘胜追击Lv.33,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,330#660,,0,0,0,13,5,201260001,33,,,,,{"moveSpeed_mul":0},,,,,
201260034,乘胜追击Lv.34,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,340#680,,0,0,0,13,5,201260001,34,,,,,{"moveSpeed_mul":0},,,,,
201260035,乘胜追击Lv.35,16,1606,201240001#201240002#201240003#201240004#201240005#201240006#201240007#201240008#201240009#201240010#201240011#201240012#201240013#201240014#201240015#201240016#201240017#201240018#201240019#201240020#201240021#201240022#201240023#201240024#201240025#201240026#201240027#201240028#201240029#201240030#201240031#201240032#201240033#201240034#201240035#201240036#201240037#201240038#201240039#201240040#201240041#201240042#201240043#201240044#201240045#201240046#201240047#201240048#201240049#201240050#201240051#201240052#201240053#201240054#201240055#201240056#201240057#201240058#201240059#201240060#201240061#201240062#201240063#201240064#201240065#201240066#201240067#201240068#201240069#201240070#201240071#201240072#201240073#201240074#201240075#201240076#201240077#201240078#201240079#201240080#201240081#201240082#201240083#201240084#201240085#201240086#201240087#201240088#201240089#201240090#201240091#201240092#201240093#201240094#201240095#201240096#201240097#201240098#201240099#201240100,350#700,,0,0,0,13,5,201260001,35,,,,,{"moveSpeed_mul":0},,,,,
