ID,标识物品废弃,道具名称,图标,道具类型,子类型,X轴,Y轴,使用条件201&$M$2&O7&$P$2&101&$M$2&P7&$P$2&301&$M$2&Q7&$P$2&401&$M$2&R7&$P$2&501&$M$2&S7,可用职业,可用性别,需要等级,阵营要求,特殊归属保护时间,品质,聊天颜色显示,tips颜色显示,战斗力,是否绑定,堆叠数量,使用效果,道具参数,自动使用,使用cd,共用CD组,使用次数,获取次数,拾取次数,整理排序,售价,回收额外获得,捐献贡献,是否可以销毁,拍卖行底价,物品使用条件（服务器）,是否会掉落,服务器日志（记录物品的来源和去向）,掉落日志,道具有效时间,对应非绑定道具id,是否拍卖,价格限制,是否获得即使用,离开副本后道具状态,拍卖公示时间,最小上架数量,推荐价格,竞价幅度,时装标示,死亡购买使用道具,交易行购买后是否变为绑定,日志记录,未拾取邮件补发物品标记,是否可存入仓库,时装系列
31102807,,神铸之头盔7D,,2,13,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31102901,,神铸之护腿,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31102902,,神铸之护腿2D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31102903,,神铸之护腿3D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31102904,,神铸之护腿4D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31102905,,神铸之护腿5D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31102906,,神铸之护腿6D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31102907,,神铸之护腿7D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103001,,神铸之护手,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103002,,神铸之护手2D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103003,,神铸之护手3D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103004,,神铸之护手4D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103005,,神铸之护手5D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103006,,神铸之护手6D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103007,,神铸之护手7D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103101,,神铸之护靴,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103102,,神铸之护靴2D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103103,,神铸之护靴3D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103104,,神铸之护靴4D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103105,,神铸之护靴5D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103106,,神铸之护靴6D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103107,,神铸之护靴7D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103201,,神铸之铠甲,,2,14,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103202,,神铸之铠甲2D,,2,14,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103203,,神铸之铠甲3D,,2,14,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103204,,神铸之铠甲4D,,2,14,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103205,,神铸之铠甲5D,,2,14,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103206,,神铸之铠甲6D,,2,14,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103207,,神铸之铠甲7D,,2,14,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103401,,神铸之护腿,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103402,,神铸之护腿2D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103403,,神铸之护腿3D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103404,,神铸之护腿4D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103405,,神铸之护腿5D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103406,,神铸之护腿6D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103407,,神铸之护腿7D,,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103501,,神铸之护手,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103502,,神铸之护手2D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103503,,神铸之护手3D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103504,,神铸之护手4D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103505,,神铸之护手5D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103506,,神铸之护手6D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103507,,神铸之护手7D,,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103601,,神铸之护靴,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103602,,神铸之护靴2D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103603,,神铸之护靴3D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103604,,神铸之护靴4D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103605,,神铸之护靴5D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103606,,神铸之护靴6D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
31103607,,神铸之护靴7D,,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,12,12,12,1,1,1,8,,,,,,,,30010,,,100,0,100,1,0,0,0,0,,,,,,,,,,1,,,-1,0,1,
213016111,,强化特效用 龙王之盔,2130160,2,13,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
214016111,,强化特效用 龙王之铠,2140160,2,14,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,60400,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
215016111,,强化特效用 龙王护腿,2150160,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
216016111,,强化特效用 龙王护手,2160160,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
217016111,,强化特效用 龙王之靴,2170160,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
213014111,,强化特效用 传说之盔,2130140,2,13,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
214014111,,强化特效用 传说之铠,2140140,2,14,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
215014111,,强化特效用 传说护腿,2150140,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
216014111,,强化特效用 传说护手,2160140,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
217014111,,强化特效用 传说之靴,2170140,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
213015111,,强化特效用 女神之盔,2130150,2,13,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
214015111,,强化特效用 女神之铠,2140150,2,14,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
215015111,,强化特效用 女神护腿,2150150,2,15,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
216015111,,强化特效用 女神护手,2160150,2,16,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
217015111,,强化特效用 女神之靴,2170150,2,17,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,5,5,5,1,0,1,8,,,,,,,,50600,6000350#8,3&6000377#1,200,0,200,1,1,0,1,0,,1#1000010,84000#420000,0,0,300000,1,100800,,,,,-1,0,1,
2200010,,天使之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,1,,,1,5,5,1,1,1,8,,,,,,,,30000,1000010#10000,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200020,,恶魔之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,1,,,1,5,5,1,1,1,8,,,,,,,,30000,1000010#10000,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200030,,精灵之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,1,,,1,5,5,1,1,1,8,,,,,,,,30000,1000010#10000,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200050,,魔魂之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,1,,,2,5,5,1,1,1,8,,,,,,,,30000,1000010#5000000,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200060,,飞龙之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,1,,,2,5,5,1,1,1,8,,,,,,,,30000,1000010#5000000,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200070,,圣灵之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,1,,,2,5,5,1,1,1,8,,,,,,,,30000,1000010#5000000,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200080,,暗黑之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,1,,,3,2,2,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200090,,魔力之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,1,,,3,2,2,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200100,,混沌之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,1,,,3,2,2,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200110,,生命之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,1,,,3,2,2,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200130,,时空之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,200,,,4,2,2,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200140,,暴风之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,200,,,4,2,2,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200150,,幻影之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,200,,,4,2,2,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200170,,破灭之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,200,,,4,2,2,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200210,,神圣之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,250,,,5,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200220,,血族之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,250,,,5,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200230,,轻语之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,250,,,5,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200240,,疾锋之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,250,,,5,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200250,,幻灭之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,300,,,6,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200260,,邪龙之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,300,,,6,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200270,,魅影之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,300,,,6,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200280,,灭战之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,300,,,6,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200290,,刀锋之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,350,,,7,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200300,,机械之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,350,,,7,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200310,,森林之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,350,,,7,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200320,,紫宸之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,350,,,7,3,3,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200330,,骸骨之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,8,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200340,,智慧之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,8,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200350,,幽影之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,8,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200360,,破妄之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,8,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200370,,魔蝠之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,9,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200380,,奥秘之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,9,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200390,,凤凰之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,9,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200400,,万仞之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,9,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200410,,辉煌之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,10,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200420,,天堂之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,10,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200430,,轻灵之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,10,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200440,,破风之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,10,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200450,,血瞳之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,11,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200460,,冰火之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,11,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200470,,圣洁之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,11,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200480,,凌云之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,400,,,11,12,12,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200490,,汉斯的 神王之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,11,11,11,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200491,,汉斯的 神王之翼2D,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,11,11,11,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200492,,汉斯的 神王之翼3D,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,11,11,11,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200493,,汉斯的 神王之翼4D,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,11,11,11,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200494,,汉斯的 神王之翼5D,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,11,11,11,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
2200500,,帕希的 至高之翼,2200010,2,20,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,91000,11,11,11,1,1,1,8,,,,,,,,30000,,,100,0,100,1,0,0,0,0,,,,,,,,,,,,,-1,0,1,
